"100001","01FC007","480,322,495,322,495,336,480,336"
"100001","01FC009","808,217,832,202,838,212,836,217,820,228,814,227"
"100001","01FC015","759,304,771,311,765,322,752,316"
"100001","01FC016","693,322,708,320,710,333,695,336"
"100001","01FC017","730,239,740,249,730,259,720,249"
"100001","01FC018","713,256,725,264,717,275,706,267"
"100001","01FC019","700,274,713,279,708,291,695,286"
"100001","01FC020","693,297,707,297,707,311,692,310"
"100001","01FC021","789,186,804,176,812,190,798,200"
"100001","01FC022","333,283,345,293,336,303,324,294"
"100001","01FC023","353,298,366,305,359,317,346,310"
"100001","01FC024","511,192,527,192,527,207,511,207"
"100001","01FC025","411,321,426,323,424,336,409,334"
"100001","01FC026","853,135,860,129,866,136,858,142"
"100001","01FC027","863,128,871,122,876,129,868,135"
"100001","01FC028","797,202,806,197,815,211,807,216"
"100001","01FC029","376,310,391,315,386,328,371,323"
"100001","01FC030","314,266,326,276,316,287,304,277"
"100001","01FC031","673,311,688,311,688,325,673,325"
"100001","01FC032","515,324,531,324,531,338,515,338"
"100001","01FC034","538,324,553,324,553,338,538,338"
"100001","01FL001","  888,206,899,213,910,185,924,206,914,229,891,220,886,230,873,225"
"100001","01FL003","795,310,812,273,898,310,884,346,852,334,852,326,848,321,844,318,833,317,827,322"
"100001","01FL004","751,370,767,361,793,392,779,418,751,418"
"100001","01FL007","645,377,657,377,678,380,698,385,698,424,645,424"
"100001","01FL009","539,373,567,380,567,424,539,424"
"100001","01FL010","502,365,509,366,538,373,538,424,502,424"
"100001","01FL011","464,366,501,365,501,424,464,424"
"100001","01FL012","432,368,464,366,464,424,432,424"
"100001","01FL013","371,353,393,364,402,368,403,423,371,423"
"100001","01FL014","181,280,211,289,232,291,250,289,270,284,285,299,308,319,335,334,366,345,366,423,181,423"
"100001","01FL015","78,157,99,164,115,176,128,194,133,216,145,237,145,308,78,308"
"100001","01FL016","77,311,144,311,144,423,77,423"
"100001","01FL017","348,144,281,181,286,196,348,171"
"100001","01FL018","288,118,297,128,306,143,312,159,281,177,275,164,269,153,262,144"
"100001","01FL019","286,200,347,174,347,209,305,224,288,207"
"100001","01FL020","305,227,343,211,348,212,347,266"
"100001","01FL021","619,134,713,134,713,175,734,196,724,209,717,220,714,234,692,234,664,294,619,294"
"100001","01FL022","525,143,616,143,616,295,516,295,516,230,548,230,548,161,525,161"
"100001","01FL023","350,143,487,144,487,161,465,161,465,304,420,299,375,282,350,267"
"100001","01FL024","467,230,497,230,497,294,469,294"
"100001","01FL027","575,69,607,69,607,113,575,113"
"100001","01FL028","621,69,705,69,705,90,685,90,685,102,649,102,649,132,621,132"
"100001","01FL029","715,134,730,134,750,185,735,195,715,175"
"100001","01FL030","732,134,756,134,784,174,773,176,762,179,752,184,742,159"
